#separator:tab
#html:true
#columns:CardType	SourceId	Prompt	Answer	Audio	Context	Tags
backtranslation	food012	Translate to English, hide this, then rebuild the Russian: пельме́ни	пельме́ни	[sound:zastolom_food012.mp3]	Back-translation; exact verified phrase is the answer.	food p3 type_backtranslation source_food012
backtranslation	food013	Translate to English, hide this, then rebuild the Russian: блины́	блины́	[sound:zastolom_food013.mp3]	Back-translation; exact verified phrase is the answer.	food p3 type_backtranslation source_food013
backtranslation	food014	Translate to English, hide this, then rebuild the Russian: оливье́	оливье́	[sound:zastolom_food014.mp3]	Back-translation; exact verified phrase is the answer.	food p3 type_backtranslation source_food014
backtranslation	food016	Translate to English, hide this, then rebuild the Russian: во́дка	во́дка	[sound:zastolom_food016.mp3]	Back-translation; exact verified phrase is the answer.	food p3 type_backtranslation source_food016
backtranslation	smal001	Translate to English, hide this, then rebuild the Russian: Я юри́ст	Я юри́ст	[sound:zastolom_smal001.mp3]	Back-translation; exact verified phrase is the answer.	smalltalk p2 type_backtranslation source_smal001
backtranslation	smal002	Translate to English, hide this, then rebuild the Russian: Я из Аме́рики	Я из Аме́рики	[sound:zastolom_smal002.mp3]	Back-translation; exact verified phrase is the answer.	smalltalk p2 type_backtranslation source_smal002
backtranslation	smal003	Translate to English, hide this, then rebuild the Russian: Я из шта́та Миссу́ри	Я из шта́та Миссу́ри	[sound:zastolom_smal003.mp3]	Back-translation; exact verified phrase is the answer.	smalltalk p3 type_backtranslation source_smal003
backtranslation	smal004	Translate to English, hide this, then rebuild the Russian: Я живу́ в Аме́рике	Я живу́ в Аме́рике	[sound:zastolom_smal004.mp3]	Back-translation; exact verified phrase is the answer.	smalltalk p3 type_backtranslation source_smal004
backtranslation	smal005	Translate to English, hide this, then rebuild the Russian: Мы познако́мились …	Мы познако́мились …	[sound:zastolom_smal005.mp3]	Back-translation; exact verified phrase is the answer.	smalltalk p2 type_backtranslation source_smal005
backtranslation	smal006	Translate to English, hide this, then rebuild the Russian: Я немно́го говорю́ по-ру́сски	Я немно́го говорю́ по-ру́сски	[sound:zastolom_smal006.mp3]	Back-translation; exact verified phrase is the answer.	smalltalk p1 type_backtranslation source_smal006
backtranslation	smal007	Translate to English, hide this, then rebuild the Russian: Хорошо́, спаси́бо	Хорошо́, спаси́бо	[sound:zastolom_smal007.mp3]	Back-translation; exact verified phrase is the answer.	smalltalk p1 type_backtranslation source_smal007
backtranslation	smal008	Translate to English, hide this, then rebuild the Russian: Норма́льно	Норма́льно	[sound:zastolom_smal008.mp3]	Back-translation; exact verified phrase is the answer.	smalltalk p2 type_backtranslation source_smal008
backtranslation	smal009	Translate to English, hide this, then rebuild the Russian: Да, немно́го	Да, немно́го	[sound:zastolom_smal009.mp3]	Back-translation; exact verified phrase is the answer.	smalltalk p2 type_backtranslation source_smal009
backtranslation	list001	Translate to English, hide this, then rebuild the Russian: Как дела́?	Как дела́?	[sound:zastolom_list001.mp3]	Back-translation; exact verified phrase is the answer.	listening p1 type_backtranslation source_list001
backtranslation	list002	Translate to English, hide this, then rebuild the Russian: Отку́да вы?	Отку́да вы?	[sound:zastolom_list002.mp3]	Back-translation; exact verified phrase is the answer.	listening p1 type_backtranslation source_list002
backtranslation	list003	Translate to English, hide this, then rebuild the Russian: Кем вы рабо́таете?	Кем вы рабо́таете?	[sound:zastolom_list003.mp3]	Back-translation; exact verified phrase is the answer.	listening p2 type_backtranslation source_list003
backtranslation	list004	Translate to English, hide this, then rebuild the Russian: Вы говори́те по-ру́сски?	Вы говори́те по-ру́сски?	[sound:zastolom_list004.mp3]	Back-translation; exact verified phrase is the answer.	listening p1 type_backtranslation source_list004
backtranslation	list005	Translate to English, hide this, then rebuild the Russian: Как ва́м Росси́я?	Как ва́м Росси́я?	[sound:zastolom_list005.mp3]	Back-translation; exact verified phrase is the answer.	listening p2 type_backtranslation source_list005
backtranslation	list006	Translate to English, hide this, then rebuild the Russian: Как вы познако́мились?	Как вы познако́мились?	[sound:zastolom_list006.mp3]	Back-translation; exact verified phrase is the answer.	listening p2 type_backtranslation source_list006
backtranslation	list007	Translate to English, hide this, then rebuild the Russian: Вам нра́вится …?	Вам нра́вится …?	[sound:zastolom_list007.mp3]	Back-translation; exact verified phrase is the answer.	listening p2 type_backtranslation source_list007
backtranslation	list008	Translate to English, hide this, then rebuild the Russian: Ещё?	Ещё?	[sound:zastolom_list008.mp3]	Back-translation; exact verified phrase is the answer.	listening p1 type_backtranslation source_list008
backtranslation	list009	Translate to English, hide this, then rebuild the Russian: Бу́дете …?	Бу́дете …?	[sound:zastolom_list009.mp3]	Back-translation; exact verified phrase is the answer.	listening p3 type_backtranslation source_list009
backtranslation	verb001	Translate to English, hide this, then rebuild the Russian: хочу́ / хоти́те	хочу́ / хоти́те	[sound:zastolom_verb001.mp3]	Back-translation; exact verified phrase is the answer.	verbs p3 type_backtranslation source_verb001
backtranslation	verb002	Translate to English, hide this, then rebuild the Russian: могу́ / мо́жете	могу́ / мо́жете	[sound:zastolom_verb002.mp3]	Back-translation; exact verified phrase is the answer.	verbs p3 type_backtranslation source_verb002
backtranslation	verb003	Translate to English, hide this, then rebuild the Russian: говорю́ / говори́те	говорю́ / говори́те	[sound:zastolom_verb003.mp3]	Back-translation; exact verified phrase is the answer.	verbs p3 type_backtranslation source_verb003
backtranslation	verb004	Translate to English, hide this, then rebuild the Russian: понима́ю / понима́ете	понима́ю / понима́ете	[sound:zastolom_verb004.mp3]	Back-translation; exact verified phrase is the answer.	verbs p3 type_backtranslation source_verb004
backtranslation	verb005	Translate to English, hide this, then rebuild the Russian: люблю́ / лю́бите	люблю́ / лю́бите	[sound:zastolom_verb005.mp3]	Back-translation; exact verified phrase is the answer.	verbs p3 type_backtranslation source_verb005
backtranslation	verb006	Translate to English, hide this, then rebuild the Russian: рабо́таю / рабо́таете	рабо́таю / рабо́таете	[sound:zastolom_verb006.mp3]	Back-translation; exact verified phrase is the answer.	verbs p3 type_backtranslation source_verb006
backtranslation	verb007	Translate to English, hide this, then rebuild the Russian: живу́ / живёте	живу́ / живёте	[sound:zastolom_verb007.mp3]	Back-translation; exact verified phrase is the answer.	verbs p3 type_backtranslation source_verb007
backtranslation	verb008	Translate to English, hide this, then rebuild the Russian: ем / еди́те	ем / еди́те	[sound:zastolom_verb008.mp3]	Back-translation; exact verified phrase is the answer.	verbs p3 type_backtranslation source_verb008
backtranslation	verb009	Translate to English, hide this, then rebuild the Russian: пью / пьёте	пью / пьёте	[sound:zastolom_verb009.mp3]	Back-translation; exact verified phrase is the answer.	verbs p3 type_backtranslation source_verb009
backtranslation	verb010	Translate to English, hide this, then rebuild the Russian: зна́ю / зна́ете	зна́ю / зна́ете	[sound:zastolom_verb010.mp3]	Back-translation; exact verified phrase is the answer.	verbs p3 type_backtranslation source_verb010
contrast	toas007	To health!<br>Options: За здоро́вье! / Пожа́луйста	За здоро́вье!<hr>Use «За здоро́вье!» for a toast. Use «Пожа́луйста» for please / you're welcome.	[sound:zastolom_toas007.mp3]	Toast vs. you're welcome	toasts p2 type_contrast source_toas007 contrast
contrast	poli003	Please / You're welcome<br>Options: За здоро́вье! / Пожа́луйста	Пожа́луйста<hr>Use «За здоро́вье!» for a toast. Use «Пожа́луйста» for please / you're welcome.	[sound:zastolom_poli003.mp3]	Toast vs. you're welcome	politeness p1 type_contrast source_poli003 contrast
contrast	firs001	Hello (formal)<br>Options: Здра́вствуйте / Повтори́те, пожа́луйста / Поме́дленнее, пожа́луйста	Здра́вствуйте<hr>Use formal «вы» forms and polite repair phrases with parents and elders.	[sound:zastolom_firs001.mp3]	Formal elder address	first_contact p1 type_contrast source_firs001 contrast
contrast	poli010	Could you repeat, please<br>Options: Здра́вствуйте / Повтори́те, пожа́луйста / Поме́дленнее, пожа́луйста	Повтори́те, пожа́луйста<hr>Use formal «вы» forms and polite repair phrases with parents and elders.	[sound:zastolom_poli010.mp3]	Formal elder address	politeness p1 type_contrast source_poli010 contrast
contrast	poli011	Slower, please<br>Options: Здра́вствуйте / Повтори́те, пожа́луйста / Поме́дленнее, пожа́луйста	Поме́дленнее, пожа́луйста<hr>Use formal «вы» forms and polite repair phrases with parents and elders.	[sound:zastolom_poli011.mp3]	Formal elder address	politeness p1 type_contrast source_poli011 contrast
contrast	firs008	Glad to meet you<br>Options: Рад познако́миться / Я нае́лся	Рад познако́миться<hr>Joe should keep male forms like «рад» and «наелся».	[sound:zastolom_firs008.mp3]	Joe's male speaker forms	first_contact p2 type_contrast source_firs008 contrast
contrast	food006	I'm full (I've eaten my fill)<br>Options: Рад познако́миться / Я нае́лся	Я нае́лся<hr>Joe should keep male forms like «рад» and «наелся».	[sound:zastolom_food006.mp3]	Joe's male speaker forms	food p2 type_contrast source_food006 contrast
scenario	firs001	Doorway: Greet the family formally and introduce yourself.	Здра́вствуйте — Hello (formal)<br>Меня́ зову́т Джо — My name is Joe<br>О́чень прия́тно — Very nice to meet you<br>Спаси́бо, что пригласи́ли — Thank you for inviting me		Use these verified phrases in a short role-play.	first_contact p1 type_scenario source_firs001 scenario doorway_greeting
scenario	firs005	Introduction + learning safety: Introduce yourself clearly and set the safety expectation.	Меня́ зову́т Джо — My name is Joe<br>Рад познако́миться — Glad to meet you<br>Я ещё учу́ ру́сский — I'm still learning Russian<br>Спаси́бо, что приня́ли — Thank you for having me		Use these verified phrases in a short role-play.	first_contact p1 type_scenario source_firs005 scenario introduce_and_learning_safety
scenario	food002	Dinner table: Accept, decline, and compliment food politely.	О́чень вку́сно! — Very tasty!<br>Я нае́лся — I'm full (I've eaten my fill)<br>Спаси́бо, не на́до — Thanks, I'm good (no need)<br>Переда́йте, пожа́луйста, хлеб — Please pass the bread		Use these verified phrases in a short role-play.	food p1 type_scenario source_food002 scenario dinner_table_food_offer
scenario	toas001	Dinner table toast: Raise a safe warm toast without using the wrong formula.	За встре́чу! — To our getting together!<br>За знако́мство! — To getting to know each other!<br>За ва́ше здоро́вье! — To your health! (formal)<br>За здоро́вье! — To health!		Use these verified phrases in a short role-play.	toasts p1 type_scenario source_toas001 scenario first_toast
scenario	list001	Rapid host questions: Catch fast family questions and answer in short Russian sentences.	Как дела́? — How are you?<br>Отку́да вы? — Where are you from?<br>Кем вы рабо́таете? — What do you do for work?<br>Вы говори́те по-ру́сски? — Do you speak Russian?<br>Как ва́м Росси́я? — How do you like Russia?<br>Как вы познако́мились? — How did you two meet?<br>Вам нра́вится …? — Do you like …?<br>Ещё? — More? (offering food/drink)<br>Бу́дете …? — Will you have …? (offering)<br>Повтори́те, пожа́луйста — Could you repeat, please<br>Я не понима́ю — I don't understand		Use these verified phrases in a short role-play.	listening p1 type_scenario source_list001 scenario rapid_host_questions
scenario	smal005	How we met: Tell a short, confident story and answer one follow-up.	Мы познако́мились … — We met …<br>Я живу́ в Аме́рике — I live in America<br>Я люблю́ ва́шу дочь — I love your daughter		Use these verified phrases in a short role-play.	smalltalk p2 type_scenario source_smal005 scenario how_we_met
scenario	poli004	Off-script recovery: Recover calmly when asked something unexpected.	Извини́те — Excuse me / sorry (formal)<br>Прости́те — Pardon me / sorry (formal)<br>Повтори́те, пожа́луйста — Could you repeat, please<br>Поме́дленнее, пожа́луйста — Slower, please<br>Я не понима́ю — I don't understand<br>Как по-ру́сски …? — How do you say … in Russian?		Use these verified phrases in a short role-play.	politeness p1 type_scenario source_poli004 scenario off_script_recovery
scenario	firs001	Full dinner simulation: Hold together the full dinner flow from greeting through close.	Здра́вствуйте — Hello (formal)<br>Меня́ зову́т Джо — My name is Joe<br>Отку́да вы? — Where are you from?<br>Я живу́ в Аме́рике — I live in America<br>Мы познако́мились … — We met …<br>О́чень вку́сно! — Very tasty!<br>Спаси́бо, бы́ло о́чень вку́сно — Thank you, it was delicious<br>За ва́ше здоро́вье! — To your health! (formal)<br>За встре́чу! — To our getting together!<br>Я люблю́ ва́шу дочь — I love your daughter<br>Я ещё учу́ ру́сский — I'm still learning Russian		Use these verified phrases in a short role-play.	first_contact p1 type_scenario source_firs001 scenario full_dinner_simulation
scenario	smal001	Lawyer / Missouri small talk: Answer profile questions naturally and keep the lawyer details safe.	Я юри́ст — I'm a lawyer (general — use this)<br>Я из Аме́рики — I'm from America<br>Я из шта́та Миссу́ри — I'm from the state of Missouri<br>Я ещё учу́ ру́сский — I'm still learning Russian		Use these verified phrases in a short role-play.	smalltalk p2 type_scenario source_smal001 scenario lawyer_small_talk
scenario	list002	Noisy table role-play: Recover and keep confidence when relatives speak quickly around table noise.	Отку́да вы? — Where are you from?<br>Кем вы рабо́таете? — What do you do for work?<br>Как ва́м Росси́я? — How do you like Russia?<br>Как вы познако́мились? — How did you two meet?<br>Повтори́те, пожа́луйста — Could you repeat, please<br>Поме́дленнее, пожа́луйста — Slower, please<br>Я не понима́ю — I don't understand		Use these verified phrases in a short role-play.	listening p1 type_scenario source_list002 scenario noisy_table
scenario	firs007	Greetings and farewells: Use polite Russian greetings and closings in social flow.	Прия́тно познако́миться — Pleased to meet you<br>До́брый ве́чер — Good evening<br>До́брый день — Good afternoon<br>До́брое у́тро — Good morning<br>Разреши́те предста́виться — Allow me to introduce myself<br>До свида́ния — Goodbye<br>Споко́йной но́чи — Good night<br>Пожа́луйста — Please / You're welcome		Use these verified phrases in a short role-play.	first_contact p2 type_scenario source_firs007 scenario greeting_daypart_and_farewell
scenario	poli001	Politeness baseline: Keep every request/response in a safe polite register.	Спаси́бо — Thank you<br>Спаси́бо большо́е — Thank you very much<br>Пожа́луйста — Please / You're welcome<br>Мо́жно? — May I?<br>Да — Yes<br>Нет, спаси́бо — No, thank you<br>Я понима́ю — I understand<br>Поня́тно — Got it / I see<br>Хорошо́ — Good / OK<br>Отли́чно — Great		Use these verified phrases in a short role-play.	politeness p1 type_scenario source_poli001 scenario politeness_baseline
scenario	toas001	Toast repertoire recall: Choose a safe toast quickly for different table moments.	За встре́чу! — To our getting together!<br>За знако́мство! — To getting to know each other!<br>За роди́телей! — To the parents!<br>За хозя́йку! — To the hostess! (who cooked)<br>За хозя́ев! — To the hosts!<br>За ва́ше здоро́вье! — To your health! (formal)<br>За здоро́вье! — To health!<br>За семью́! — To the family!<br>За любо́вь! — To love!<br>За молоды́х! — To the newlyweds!<br>Бу́дем здоро́вы! — Let's be healthy! (full toast)<br>Я хочу́ сказа́ть тост за … — I want to make a toast to …<br>Дава́йте вы́пьем за э́то! — Let's drink to that!<br>до дна́ — 'to the bottom' (drain the glass)<br>бока́л — (wine) glass<br>рю́мка — shot glass (for vodka)		Use these verified phrases in a short role-play.	toasts p1 type_scenario source_toas001 scenario toast_repertoire_recall
scenario	fami004	Family context practice: Identify family relations and respond naturally during introductions.	тесть — father-in-law (wife's father — yours)<br>тёща — mother-in-law (wife's mother — yours)<br>зять — son-in-law (= what YOU are to them)<br>шу́рин — wife's brother (your brother-in-law)<br>сестра́ жены́ — wife's sister (your sister-in-law)<br>па́па — dad<br>роди́тели — parents<br>Я люблю́ ва́шу дочь — I love your daughter		Use these verified phrases in a short role-play.	family p2 type_scenario source_fami004 scenario family_context_practice
scenario	food001	Dinner navigation: Request, decline, and appreciate food while sounding natural at table pace.	Прия́тного аппети́та! — Bon appétit!<br>О́чень вку́сно! — Very tasty!<br>Вку́сно! — Tasty!<br>Спаси́бо, бы́ло о́чень вку́сно — Thank you, it was delicious<br>Мне о́чень нра́вится — I really like it<br>Мо́жно ещё? — May I have more?<br>Спаси́бо, не на́до — Thanks, I'm good (no need)<br>Переда́йте, пожа́луйста, хлеб — Please pass the bread<br>Мо́жно ча́ю? — May I have some tea?<br>борщ — borscht (beet soup)<br>пельме́ни — meat dumplings<br>блины́ — blini (thin pancakes)<br>оливье́ — Olivier (Russian potato salad)<br>чай — tea<br>во́дка — vodka		Use these verified phrases in a short role-play.	food p1 type_scenario source_food001 scenario dinner_navigation
scenario	verb001	Core verb fluency: Produce core verbs under real interview-style pressure.	хочу́ / хоти́те — I want / you (pl/formal) want — хоте́ть<br>могу́ / мо́жете — I can / you can — мочь<br>говорю́ / говори́те — I speak / you speak — говори́ть<br>понима́ю / понима́ете — I understand / you understand — понима́ть<br>люблю́ / лю́бите — I love / you love — люби́ть<br>рабо́таю / рабо́таете — I work / you work — рабо́тать<br>живу́ / живёте — I live / you live — жить<br>ем / еди́те — I eat / you eat — есть<br>пью / пьёте — I drink / you drink — пить<br>зна́ю / зна́ете — I know / you know — знать		Use these verified phrases in a short role-play.	verbs p3 type_scenario source_verb001 scenario verb_fluency_check
scenario	fami001	Family tree and kinship vocabulary: Use extended family terms naturally when introducing relationships.	семья́ — family<br>жена́ — wife<br>муж — husband<br>ма́ма — mom<br>па́па — dad<br>роди́тели — parents<br>ба́бушка — grandmother<br>де́душка — grandfather<br>сын — son<br>дочь — daughter<br>брат — brother<br>сестра́ — sister<br>де́ти — children		Use these verified phrases in a short role-play.	family p2 type_scenario source_fami001 scenario extended_family_family_tree
scenario	list001	Family mini-check-in: Respond naturally to short routine check-ins and keep the exchange warm.	Как дела́? — How are you?<br>Да — Yes<br>Хорошо́, спаси́бо — Good, thank you (answer to 'how are you')<br>Норма́льно — Fine / OK (answer)<br>Повтори́те, пожа́луйста — Could you repeat, please<br>Поме́дленнее, пожа́луйста — Slower, please		Use these verified phrases in a short role-play.	listening p1 type_scenario source_list001 scenario family_mini_checkin
scenario	toas012	Toast mechanics and table flow: Run toast moments and table vocabulary safely from raise-to-clink to closure.	Я хочу́ сказа́ть тост за … — I want to make a toast to …<br>до дна́ — 'to the bottom' (drain the glass)<br>бока́л — (wine) glass<br>рю́мка — shot glass (for vodka)<br>За роди́телей! — To the parents!<br>За ва́ше здоро́вье! — To your health! (formal)<br>За здоро́вье! — To health!<br>Извини́те — Excuse me / sorry (formal)<br>Прости́те — Pardon me / sorry (formal)		Use these verified phrases in a short role-play.	toasts p2 type_scenario source_toas012 scenario toast_mechanics_and_table_flow
